trial_type,trial_index,time_elapsed,internal_node_id,sona_id,surveys_completed,rt,stimulus,response,section,key_press,age_years,country,primary_language,question_order,gender,education,relationship_status,living_arrangement,screen_time,s1_item01,s1_item02,s1_item03,s1_item04,s1_item05,s1_item06,s1_item07,s1_item08,s1_item09,s1_item10,s1_item11,s1_item12,s1_item13,s1_item14,s1_item15,scored_responses,correct,set,block,trial,set_size,load_condition,phase_type,key_answer,reversal_crit,counter,nrevs
categorize-html,314,412657,0.0-314.0,9121,TRUE,418,3,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,9,5,26,3,low,main_task,1,18,4,
html-keyboard-response,315,413159,0.0-315.0,9121,TRUE,null,<div class='exp'><p class='fix center'>+</p></div>,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
categorize-html,316,414644,0.0-316.0,9121,TRUE,982,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,9,5,27,3,low,main_task,1,12,7,
html-keyboard-response,317,415147,0.0-317.0,9121,TRUE,null,<div class='exp'><p class='fix center'>+</p></div>,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
categorize-html,318,416101,0.0-318.0,9121,TRUE,452,3,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,9,5,28,3,low,main_task,1,18,5,
html-keyboard-response,319,416603,0.0-319.0,9121,TRUE,null,<div class='exp'><p class='fix center'>+</p></div>,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
categorize-html,320,417641,0.0-320.0,9121,TRUE,535,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,9,5,29,3,low,main_task,1,12,8,
html-keyboard-response,321,418142,0.0-321.0,9121,TRUE,null,<div class='exp'><p class='fix center'>+</p></div>,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
categorize-html,322,419172,0.0-322.0,9121,TRUE,528,2,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,9,5,30,3,low,main_task,0,15,3,
html-keyboard-response,323,419675,0.0-323.0,9121,TRUE,null,<div class='exp'><p class='fix center'>+</p></div>,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
categorize-html,324,421366,0.0-324.0,9121,TRUE,1188,3,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,9,5,31,3,low,main_task,1,18,6,
html-keyboard-response,325,421869,0.0-325.0,9121,TRUE,null,<div class='exp'><p class='fix center'>+</p></div>,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
categorize-html,326,422884,0.0-326.0,9121,TRUE,513,3,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,9,5,32,3,low,main_task,1,18,7,
html-keyboard-response,327,423387,0.0-327.0,9121,TRUE,null,<div class='exp'><p class='fix center'>+</p></div>,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
categorize-html,328,424690,0.0-328.0,9121,TRUE,799,2,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,9,5,33,3,low,main_task,0,15,4,
html-keyboard-response,329,425192,0.0-329.0,9121,TRUE,null,<div class='exp'><p class='fix center'>+</p></div>,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
categorize-html,330,426421,0.0-330.0,9121,TRUE,725,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,9,5,34,3,low,main_task,1,12,9,
html-keyboard-response,331,426923,0.0-331.0,9121,TRUE,null,<div class='exp'><p class='fix center'>+</p></div>,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
categorize-html,332,428071,0.0-332.0,9121,TRUE,644,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,9,5,35,3,low,main_task,1,12,10,
html-keyboard-response,333,428573,0.0-333.0,9121,TRUE,null,<div class='exp'><p class='fix center'>+</p></div>,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
categorize-html,334,429789,0.0-334.0,9121,TRUE,713,2,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,9,5,36,3,low,main_task,0,15,5,
html-keyboard-response,335,430292,0.0-335.0,9121,TRUE,null,<div class='exp'><p class='fix center'>+</p></div>,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
categorize-html,336,431493,0.0-336.0,9121,TRUE,698,3,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,9,5,37,3,low,main_task,1,18,8,
html-keyboard-response,337,431996,0.0-337.0,9121,TRUE,null,<div class='exp'><p class='fix center'>+</p></div>,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
categorize-html,338,433280,0.0-338.0,9121,TRUE,782,2,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,9,5,38,3,low,main_task,0,15,6,
html-keyboard-response,339,433782,0.0-339.0,9121,TRUE,null,<div class='exp'><p class='fix center'>+</p></div>,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
categorize-html,340,435015,0.0-340.0,9121,TRUE,730,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,9,5,39,3,low,main_task,1,12,11,
html-keyboard-response,341,435518,0.0-341.0,9121,TRUE,null,<div class='exp'><p class='fix center'>+</p></div>,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
categorize-html,342,437560,0.0-342.0,9121,TRUE,1539,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,9,5,40,3,low,main_task,1,12,12,
html-keyboard-response,343,438063,0.0-343.0,9121,TRUE,null,<div class='exp'><p class='fix center'>+</p></div>,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
categorize-html,344,439074,0.0-344.0,9121,TRUE,508,3,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,9,5,41,3,low,main_task,1,18,9,
html-keyboard-response,345,439577,0.0-345.0,9121,TRUE,null,<div class='exp'><p class='fix center'>+</p></div>,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
categorize-html,346,440584,0.0-346.0,9121,TRUE,503,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,9,5,42,3,low,main_task,0,15,0,
html-keyboard-response,347,441086,0.0-347.0,9121,TRUE,null,<div class='exp'><p class='fix center'>+</p></div>,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
categorize-html,348,442127,0.0-348.0,9121,TRUE,538,3,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,9,5,43,3,low,main_task,1,18,10,
html-keyboard-response,349,442630,0.0-349.0,9121,TRUE,null,<div class='exp'><p class='fix center'>+</p></div>,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
categorize-html,350,443772,0.0-350.0,9121,TRUE,639,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,9,5,44,3,low,main_task,0,15,0,
html-keyboard-response,351,444275,0.0-351.0,9121,TRUE,null,<div class='exp'><p class='fix center'>+</p></div>,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
categorize-html,352,445320,0.0-352.0,9121,TRUE,542,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,9,5,45,3,low,main_task,0,Infinity,0,
html-keyboard-response,353,486018,0.0-353.0,9121,TRUE,40696,"<div class=""center""><p>End of block - you earned 35 points!</p>    <br><p>You have a 1 minute break before the next block begins, but you can press space to continue now.</p></div>",,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,354,491597,0.0-354.0,9121,TRUE,5577,"<div class='exp'><p>Block 4 of 21. <br><br> Take some time to identify the images below:</p><table class='center'><tr><td><img class=""disp"" src=""static/img/images3/image1.jpg""></td><td><img class=""disp"" src=""static/img/images3/image2.jpg""></td><td><img class=""disp"" src=""static/img/images3/image3.jpg""></td></tr><tr><td><img class=""disp"" src=""static/img/images3/image4.jpg""></td><td><img class=""disp"" src=""static/img/images3/image5.jpg""></td></table></div><p class=""continue"">[Press SPACE to continue]</p>",,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,355,492098,0.0-355.0,9121,TRUE,null,<div class='exp'><p class='fix center'>+</p></div>,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
categorize-html,356,492921,0.0-356.0,9121,TRUE,320,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,3,6,1,5,high,main_task,0,16,1,
html-keyboard-response,357,493424,0.0-357.0,9121,TRUE,null,<div class='exp'><p class='fix center'>+</p></div>,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
categorize-html,358,494231,0.0-358.0,9121,TRUE,304,2,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,3,6,2,5,high,main_task,2,14,0,
html-keyboard-response,359,494733,0.0-359.0,9121,TRUE,null,<div class='exp'><p class='fix center'>+</p></div>,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
categorize-html,360,495654,0.0-360.0,9121,TRUE,417,3,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,3,6,3,5,high,main_task,1,16,0,
html-keyboard-response,361,496156,0.0-361.0,9121,TRUE,null,<div class='exp'><p class='fix center'>+</p></div>,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
categorize-html,362,497105,0.0-362.0,9121,TRUE,445,4,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,3,6,4,5,high,main_task,0,13,1,
html-keyboard-response,363,497608,0.0-363.0,9121,TRUE,null,<div class='exp'><p class='fix center'>+</p></div>,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
categorize-html,364,498597,0.0-364.0,9121,TRUE,486,5,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,3,6,5,5,high,main_task,2,14,0,
html-keyboard-response,365,499099,0.0-365.0,9121,TRUE,null,<div class='exp'><p class='fix center'>+</p></div>,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
categorize-html,366,500134,0.0-366.0,9121,TRUE,531,5,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,3,6,6,5,high,main_task,2,14,0,
html-keyboard-response,367,500637,0.0-367.0,9121,TRUE,null,<div class='exp'><p class='fix center'>+</p></div>,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
categorize-html,368,501647,0.0-368.0,9121,TRUE,507,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,3,6,7,5,high,main_task,0,16,2,
html-keyboard-response,369,502149,0.0-369.0,9121,TRUE,null,<div class='exp'><p class='fix center'>+</p></div>,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
categorize-html,370,503287,0.0-370.0,9121,TRUE,635,4,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,3,6,8,5,high,main_task,0,13,2,
html-keyboard-response,371,503789,0.0-371.0,9121,TRUE,null,<div class='exp'><p class='fix center'>+</p></div>,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
categorize-html,372,504874,0.0-372.0,9121,TRUE,582,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,3,6,9,5,high,main_task,2,14,0,
html-keyboard-response,373,505377,0.0-373.0,9121,TRUE,null,<div class='exp'><p class='fix center'>+</p></div>,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
categorize-html,374,506503,0.0-374.0,9121,TRUE,623,3,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,3,6,10,5,high,main_task,1,16,1,
html-keyboard-response,375,507006,0.0-375.0,9121,TRUE,null,<div class='exp'><p class='fix center'>+</p></div>,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
categorize-html,376,508488,0.0-376.0,9121,TRUE,978,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,3,6,11,5,high,main_task,2,14,0,
html-keyboard-response,377,508991,0.0-377.0,9121,TRUE,null,<div class='exp'><p class='fix center'>+</p></div>,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
categorize-html,378,510252,0.0-378.0,9121,TRUE,758,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,3,6,12,5,high,main_task,0,16,3,
html-keyboard-response,379,510755,0.0-379.0,9121,TRUE,null,<div class='exp'><p class='fix center'>+</p></div>,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
categorize-html,380,511791,0.0-380.0,9121,TRUE,532,3,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,3,6,13,5,high,main_task,1,16,0,
html-keyboard-response,381,512292,0.0-381.0,9121,TRUE,null,<div class='exp'><p class='fix center'>+</p></div>,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
categorize-html,382,513588,0.0-382.0,9121,TRUE,793,5,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,3,6,14,5,high,main_task,2,14,0,
html-keyboard-response,383,514091,0.0-383.0,9121,TRUE,null,<div class='exp'><p class='fix center'>+</p></div>,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
categorize-html,384,514995,0.0-384.0,9121,TRUE,397,3,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,3,6,15,5,high,main_task,1,16,0,
html-keyboard-response,385,515498,0.0-385.0,9121,TRUE,null,<div class='exp'><p class='fix center'>+</p></div>,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
categorize-html,386,516562,0.0-386.0,9121,TRUE,561,4,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,3,6,16,5,high,main_task,0,13,3,
html-keyboard-response,387,517064,0.0-387.0,9121,TRUE,null,<div class='exp'><p class='fix center'>+</p></div>,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
categorize-html,388,518704,0.0-388.0,9121,TRUE,1136,5,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,3,6,17,5,high,main_task,2,14,0,
html-keyboard-response,389,519207,0.0-389.0,9121,TRUE,null,<div class='exp'><p class='fix center'>+</p></div>,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
categorize-html,390,521711,0.0-390.0,9121,TRUE,null,1,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,3,6,18,5,high,main_task,0,16,0,
html-keyboard-response,391,522214,0.0-391.0,9121,TRUE,null,<div class='exp'><p class='fix center'>+</p></div>,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
categorize-html,392,523063,0.0-392.0,9121,TRUE,346,3,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,3,6,19,5,high,main_task,1,16,0,
html-keyboard-response,393,523566,0.0-393.0,9121,TRUE,null,<div class='exp'><p class='fix center'>+</p></div>,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
categorize-html,394,524595,0.0-394.0,9121,TRUE,526,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,3,6,20,5,high,main_task,2,14,0,
html-keyboard-response,395,525097,0.0-395.0,9121,TRUE,null,<div class='exp'><p class='fix center'>+</p></div>,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
categorize-html,396,526147,0.0-396.0,9121,TRUE,547,4,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,3,6,21,5,high,main_task,0,13,0,
html-keyboard-response,397,526649,0.0-397.0,9121,TRUE,null,<div class='exp'><p class='fix center'>+</p></div>,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
categorize-html,398,527681,0.0-398.0,9121,TRUE,528,4,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,3,6,22,5,high,main_task,0,13,1,
html-keyboard-response,399,528182,0.0-399.0,9121,TRUE,null,<div class='exp'><p class='fix center'>+</p></div>,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
categorize-html,400,529583,0.0-400.0,9121,TRUE,897,5,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,3,6,23,5,high,main_task,2,14,0,
html-keyboard-response,401,530086,0.0-401.0,9121,TRUE,null,<div class='exp'><p class='fix center'>+</p></div>,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
categorize-html,402,531224,0.0-402.0,9121,TRUE,634,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,3,6,24,5,high,main_task,2,14,0,
html-keyboard-response,403,531727,0.0-403.0,9121,TRUE,null,<div class='exp'><p class='fix center'>+</p></div>,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
categorize-html,404,533137,0.0-404.0,9121,TRUE,907,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,3,6,25,5,high,main_task,0,16,0,
html-keyboard-response,405,533639,0.0-405.0,9121,TRUE,null,<div class='exp'><p class='fix center'>+</p></div>,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
categorize-html,406,535008,0.0-406.0,9121,TRUE,866,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,3,6,26,5,high,main_task,0,16,1,
html-keyboard-response,407,535511,0.0-407.0,9121,TRUE,null,<div class='exp'><p class='fix center'>+</p></div>,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
categorize-html,408,537254,0.0-408.0,9121,TRUE,1240,3,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,3,6,27,5,high,main_task,1,16,1,
html-keyboard-response,409,537756,0.0-409.0,9121,TRUE,null,<div class='exp'><p class='fix center'>+</p></div>,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
categorize-html,410,538977,0.0-410.0,9121,TRUE,717,5,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,3,6,28,5,high,main_task,2,14,0,
html-keyboard-response,411,539480,0.0-411.0,9121,TRUE,null,<div class='exp'><p class='fix center'>+</p></div>,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
categorize-html,412,540607,0.0-412.0,9121,TRUE,624,4,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,3,6,29,5,high,main_task,0,13,2,
html-keyboard-response,413,541110,0.0-413.0,9121,TRUE,null,<div class='exp'><p class='fix center'>+</p></div>,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
categorize-html,414,542753,0.0-414.0,9121,TRUE,1140,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,3,6,30,5,high,main_task,2,14,0,
html-keyboard-response,415,543256,0.0-415.0,9121,TRUE,null,<div class='exp'><p class='fix center'>+</p></div>,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
categorize-html,416,544502,0.0-416.0,9121,TRUE,743,5,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,3,6,31,5,high,main_task,2,14,0,
html-keyboard-response,417,545005,0.0-417.0,9121,TRUE,null,<div class='exp'><p class='fix center'>+</p></div>,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
categorize-html,418,546742,0.0-418.0,9121,TRUE,1233,2,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,3,6,32,5,high,main_task,2,14,0,
html-keyboard-response,419,547245,0.0-419.0,9121,TRUE,null,<div class='exp'><p class='fix center'>+</p></div>,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
categorize-html,420,548351,0.0-420.0,9121,TRUE,603,4,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,3,6,33,5,high,main_task,0,13,0,
html-keyboard-response,421,548853,0.0-421.0,9121,TRUE,null,<div class='exp'><p class='fix center'>+</p></div>,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
categorize-html,422,549914,0.0-422.0,9121,TRUE,557,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,3,6,34,5,high,main_task,0,16,0,
html-keyboard-response,423,550416,0.0-423.0,9121,TRUE,null,<div class='exp'><p class='fix center'>+</p></div>,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
categorize-html,424,552382,0.0-424.0,9121,TRUE,1462,4,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,3,6,35,5,high,main_task,0,13,0,
html-keyboard-response,425,552884,0.0-425.0,9121,TRUE,null,<div class='exp'><p class='fix center'>+</p></div>,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
categorize-html,426,554260,0.0-426.0,9121,TRUE,872,3,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,3,6,36,5,high,main_task,1,16,2,
html-keyboard-response,427,554762,0.0-427.0,9121,TRUE,null,<div class='exp'><p class='fix center'>+</p></div>,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
categorize-html,428,556804,0.0-428.0,9121,TRUE,1538,3,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,3,6,37,5,high,main_task,1,16,3,
html-keyboard-response,429,557306,0.0-429.0,9121,TRUE,null,<div class='exp'><p class='fix center'>+</p></div>,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
categorize-html,430,558504,0.0-430.0,9121,TRUE,695,5,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,3,6,38,5,high,main_task,2,14,0,
html-keyboard-response,431,559007,0.0-431.0,9121,TRUE,null,<div class='exp'><p class='fix center'>+</p></div>,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
categorize-html,432,560159,0.0-432.0,9121,TRUE,650,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,3,6,39,5,high,main_task,0,16,1,
html-keyboard-response,433,560662,0.0-433.0,9121,TRUE,null,<div class='exp'><p class='fix center'>+</p></div>,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
categorize-html,434,563166,0.0-434.0,9121,TRUE,null,3,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,3,6,40,5,high,main_task,1,16,0,
html-keyboard-response,435,563669,0.0-435.0,9121,TRUE,null,<div class='exp'><p class='fix center'>+</p></div>,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
categorize-html,436,564625,0.0-436.0,9121,TRUE,452,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,3,6,41,5,high,main_task,2,14,0,
html-keyboard-response,437,565127,0.0-437.0,9121,TRUE,null,<div class='exp'><p class='fix center'>+</p></div>,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
categorize-html,438,567632,0.0-438.0,9121,TRUE,null,2,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,3,6,42,5,high,main_task,2,14,0,
html-keyboard-response,439,568134,0.0-439.0,9121,TRUE,null,<div class='exp'><p class='fix center'>+</p></div>,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
categorize-html,440,568748,0.0-440.0,9121,TRUE,110,5,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,3,6,43,5,high,main_task,2,14,0,
html-keyboard-response,441,569251,0.0-441.0,9121,TRUE,null,<div class='exp'><p class='fix center'>+</p></div>,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
categorize-html,442,570017,0.0-442.0,9121,TRUE,263,4,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,3,6,44,5,high,main_task,0,13,0,
html-keyboard-response,443,570520,0.0-443.0,9121,TRUE,null,<div class='exp'><p class='fix center'>+</p></div>,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
categorize-html,444,571149,0.0-444.0,9121,TRUE,126,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,3,6,45,5,high,main_task,0,16,0,
html-keyboard-response,445,571651,0.0-445.0,9121,TRUE,null,<div class='exp'><p class='fix center'>+</p></div>,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
categorize-html,446,572363,0.0-446.0,9121,TRUE,208,5,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,3,6,46,5,high,main_task,2,14,0,
html-keyboard-response,447,572865,0.0-447.0,9121,TRUE,null,<div class='exp'><p class='fix center'>+</p></div>,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
categorize-html,448,573709,0.0-448.0,9121,TRUE,340,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,3,6,47,5,high,main_task,0,16,1,
html-keyboard-response,449,574212,0.0-449.0,9121,TRUE,null,<div class='exp'><p class='fix center'>+</p></div>,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
categorize-html,450,575219,0.0-450.0,9121,TRUE,504,4,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,3,6,48,5,high,main_task,0,13,0,
html-keyboard-response,451,575721,0.0-451.0,9121,TRUE,null,<div class='exp'><p class='fix center'>+</p></div>,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
categorize-html,452,576914,0.0-452.0,9121,TRUE,690,3,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,3,6,49,5,high,main_task,1,16,0,
html-keyboard-response,453,577417,0.0-453.0,9121,TRUE,null,<div class='exp'><p class='fix center'>+</p></div>,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
categorize-html,454,579428,0.0-454.0,9121,TRUE,1508,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,3,6,50,5,high,main_task,2,14,0,
html-keyboard-response,455,579931,0.0-455.0,9121,TRUE,null,<div class='exp'><p class='fix center'>+</p></div>,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
categorize-html,456,581397,0.0-456.0,9121,TRUE,963,5,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,3,6,51,5,high,main_task,2,14,1,
html-keyboard-response,457,581900,0.0-457.0,9121,TRUE,null,<div class='exp'><p class='fix center'>+</p></div>,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
categorize-html,458,582985,0.0-458.0,9121,TRUE,581,3,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,3,6,52,5,high,main_task,1,16,1,
html-keyboard-response,459,583487,0.0-459.0,9121,TRUE,null,<div class='exp'><p class='fix center'>+</p></div>,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
categorize-html,460,585540,0.0-460.0,9121,TRUE,1550,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,3,6,53,5,high,main_task,0,16,0,
html-keyboard-response,461,586043,0.0-461.0,9121,TRUE,null,<div class='exp'><p class='fix center'>+</p></div>,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
categorize-html,462,586811,0.0-462.0,9121,TRUE,265,2,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,3,6,54,5,high,main_task,2,14,0,
